sid,natoms,energy_init,energy_relaxed,energy_diff,force_mean,force_std,volume,atomic_number_mean,atomic_number_std
1298174,1.120468568848623,0.22654584980318407,0.8137188742173264,-0.04082436123938547,0.013930264515909629,-0.789008510274363,,0.7352659449831581,-0.5754068478452504
1615349,0.7675519461157838,-0.006130099336674471,0.4663638528508956,-0.1642411190536347,-0.567011975476269,-0.3292106394375306,,0.37782241691416735,-0.5616555694783377
2008396,-1.4461977782992979,-0.15934178718959366,0.6187755759643756,-0.3745451763656522,0.4007781753216751,-0.5363992607520741,,0.0009834306672388273,0.7828816736824923
541655,-1.1253644849058078,0.0708266225418464,1.3481873260168882,-0.38307425807609435,-0.7541859487288178,-0.522524760854209,,0.5961700447494895,-0.45221694248986705
2307217,0.0938020299894546,-0.18275572375762145,1.7785722999558373,-0.7914570406351491,-1.9080865233967224,-1.28754529994416,,0.10300911596007775,-1.46317963937165
556533,-0.29119792208273354,0.7282938173913083,1.1868479631800068,0.35258375196429514,1.5453348997501632,4.088406709239918,,1.690658994358871,0.6785621541824586
581741,2.147135107707791,-0.9159369271755563,0.7611745003724458,-1.2064721066467852,-0.9256438276431657,-0.812856792728318,,-0.868148069133778,-1.1333964290652703
1552292,-0.8366145208516668,-0.33029294532765724,-0.839840766723459,-0.05779795122608344,0.30438340351748966,0.34160153715347935,,-0.9929733841979673,-0.9786865081841409
2101911,0.28630200602554867,-0.14030512466206582,-0.2548118173674793,-0.059065993978419246,-0.04580161205225557,-0.4400762970121218,,0.23035714972907864,0.9328516266943642
1294365,-1.4461977782992979,-0.26250186266143916,1.6475731303614554,-0.8297109850231194,0.17170171554678898,0.19267767549925158,,0.7312976596700963,-0.8939205605273205
1492918,0.7996352754551328,0.01006029362514211,-0.8209039846592554,0.288344643330064,-0.8904431750861262,-0.6647501972455743,,1.0629927633774623,-0.2655233188104883
554343,-0.03453128736794145,-0.30968290845258906,-1.2534815088392703,0.10359232608903184,0.24570316833015685,1.0132891589342596,,-0.03653920428320218,-0.6590230317236414
851935,0.7675519461157838,-0.38597083594563203,0.00854136512816637,-0.4026983843345792,-0.6311587150492565,-0.3604887983538882,,-0.25225255411247177,-0.7608202128995095
1429934,-0.2591145927433845,-0.49154656299801797,-1.2156459722198194,-0.09760007792904841,-0.8098098379317868,-0.4185924525480074,,0.6938666915189884,0.933677592230683
1300397,2.3075517544045363,1.02050725938837,0.4266668864587496,0.9126375824346442,-0.8716295547604501,-0.4335262448053818,,-0.7954436628358049,2.289074752628299
2322161,-0.29119792208273354,0.15470420744562652,-0.5555707292844472,0.3483428395394937,0.4478384572337381,2.451049684776649,,1.1595888709197781,0.72699254344077
732957,0.7675519461157838,-0.47773409710088355,-1.146559583706877,-0.10668223878082797,0.1534870386225336,-0.41720557662064045,,-0.06986237079029875,1.0282893068182857
816950,0.31838533536489766,-1.160473073590453,-1.5630458992745138,-0.6728903584728091,-0.7480749490889854,-0.8801769454701083,,0.2163939574775974,-0.43609616194133594
404976,-0.8045311915123177,-1.021744404885971,-1.1903385103004518,-0.6553718359520347,-0.0527576479203229,-0.4978654680371878,,0.9122444269247659,1.858092005865007
718191,-0.6441145448155726,-0.22132363801055494,-0.7611863150298692,0.02844844715848169,1.4096755590887162,1.0635628961170904,,-0.3325842563954169,-0.4269600774139889
561842,-0.5157812274581766,-0.22422684619493186,0.38346452642852097,-0.36208968406957637,-0.4565504248694647,1.0105536779074937,,-0.9904378966574715,-0.8215001359530859
1843773,-1.317864460941902,-0.3892240361932892,-0.9039507925020955,-0.09713655945537907,0.4183067539064173,-0.1700311526585518,,2.094620062869453,1.233109248828462
1579903,-0.2591145927433845,-0.6611351904712452,-0.2914778506178063,-0.5861525407478472,-0.3276517971161208,0.061743458117904736,,2.0066019247309983,1.0696412990948916
2296688,-1.221614472923855,0.03607124939008578,0.9324623660815822,-0.2783284318602535,1.0736980676746903,0.12185765553977876,,0.6875747469289922,-0.14825211050254175
1438934,3.1417183172276104,-0.9773630796881452,-0.5763270070523895,-0.8172781730481135,-1.307660280481124,-1.0759011354792045,,0.32810325893575426,-0.20224939667245043
592818,-0.2270312634040355,-0.8506175638834701,0.009960486710628116,-0.8844816421477382,-1.264745146656243,-0.9038448766472635,,0.6819422118954884,0.9638914549070008
1493325,1.8263018143143013,0.008196608860299758,-1.7642708670703673,0.6057986825012402,-0.4919343425430913,-0.12261109448271146,,-0.26917126139406117,0.03349993167272994
1160032,-0.38744791010078056,-0.5701661806170869,-0.9413471944626977,-0.2719040354994592,0.41429847291861804,-0.5088886440559374,,1.6271070206617524,1.6283666376000343
2306354,-0.7403645328336197,1.2760447443026641,-0.31114821003874416,1.4271285574672472,2.3882568450856057,1.768759718889276,,0.23801522532848948,1.111248861343511
1681682,-0.1949479340646865,-0.97474811532547,-0.588919153726603,-0.8103062970381719,-0.40502027926349216,-0.8314078038095194,,0.004809242655824026,0.8483562435720058
2072194,2.3717184130832343,1.2579768969232477,-1.369564233878285,1.7667483900609677,-0.35963808247822615,-0.5673152451599105,,-1.3428573583155108,-1.0361568120250997
