sid,natoms,energy_init,energy_relaxed,energy_diff,force_mean,force_std,volume,atomic_number_mean,atomic_number_std
1298174,1.120468568848623,0.226545849803184,0.8137188742173264,-0.0408243612393854,0.0139302645159096,-0.789008510274363,,0.7352659449831581,-0.5754068478452504
1615349,0.7675519461157838,-0.0061300993366744,0.4663638528508956,-0.1642411190536347,-0.567011975476269,-0.3292106394375306,,0.3778224169141673,-0.5616555694783377
2008396,-1.446197778299298,-0.1593417871895936,0.6187755759643756,-0.3745451763656522,0.4007781753216751,-0.5363992607520741,,0.0009834306672388,0.7828816736824923
541655,-1.1253644849058078,0.0708266225418464,1.3481873260168882,-0.3830742580760943,-0.7541859487288178,-0.522524760854209,,0.5961700447494895,-0.452216942489867
2307217,0.0938020299894546,-0.1827557237576214,1.778572299955837,-0.7914570406351491,-1.9080865233967224,-1.28754529994416,,0.1030091159600777,-1.46317963937165
556533,-0.2911979220827335,0.7282938173913083,1.1868479631800068,0.3525837519642951,1.5453348997501632,4.088406709239918,,1.690658994358871,0.6785621541824586
581741,2.147135107707791,-0.9159369271755564,0.7611745003724458,-1.2064721066467852,-0.9256438276431656,-0.812856792728318,,-0.868148069133778,-1.1333964290652705
1552292,-0.8366145208516668,-0.3302929453276572,-0.839840766723459,-0.0577979512260834,0.3043834035174896,0.3416015371534793,,-0.9929733841979672,-0.9786865081841408
2101911,0.2863020060255486,-0.1403051246620658,-0.2548118173674793,-0.0590659939784192,-0.0458016120522555,-0.4400762970121218,,0.2303571497290786,0.9328516266943642
1294365,-1.446197778299298,-0.2625018626614391,1.6475731303614554,-0.8297109850231194,0.1717017155467889,0.1926776754992515,,0.7312976596700963,-0.8939205605273205
1492918,0.7996352754551328,0.0100602936251421,-0.8209039846592554,0.288344643330064,-0.8904431750861262,-0.6647501972455743,,1.0629927633774623,-0.2655233188104883
554343,-0.0345312873679414,-0.309682908452589,-1.2534815088392703,0.1035923260890318,0.2457031683301568,1.0132891589342596,,-0.0365392042832021,-0.6590230317236414
851935,0.7675519461157838,-0.385970835945632,0.0085413651281663,-0.4026983843345792,-0.6311587150492565,-0.3604887983538882,,-0.2522525541124717,-0.7608202128995095
1429934,-0.2591145927433845,-0.4915465629980179,-1.2156459722198194,-0.0976000779290484,-0.8098098379317868,-0.4185924525480074,,0.6938666915189884,0.933677592230683
1300397,2.3075517544045363,1.02050725938837,0.4266668864587496,0.9126375824346442,-0.8716295547604501,-0.4335262448053818,,-0.7954436628358049,2.289074752628299
2322161,-0.2911979220827335,0.1547042074456265,-0.5555707292844472,0.3483428395394937,0.4478384572337381,2.451049684776649,,1.159588870919778,0.72699254344077
732957,0.7675519461157838,-0.4777340971008835,-1.146559583706877,-0.1066822387808279,0.1534870386225336,-0.4172055766206404,,-0.0698623707902987,1.0282893068182857
816950,0.3183853353648976,-1.160473073590453,-1.5630458992745138,-0.6728903584728091,-0.7480749490889854,-0.8801769454701083,,0.2163939574775974,-0.4360961619413359
404976,-0.8045311915123177,-1.021744404885971,-1.1903385103004518,-0.6553718359520347,-0.0527576479203229,-0.4978654680371878,,0.912244426924766,1.858092005865007
718191,-0.6441145448155726,-0.2213236380105549,-0.7611863150298692,0.0284484471584816,1.4096755590887162,1.0635628961170904,,-0.3325842563954169,-0.4269600774139889
561842,-0.5157812274581766,-0.2242268461949318,0.3834645264285209,-0.3620896840695763,-0.4565504248694647,1.0105536779074935,,-0.9904378966574716,-0.8215001359530859
1843773,-1.317864460941902,-0.3892240361932892,-0.9039507925020956,-0.097136559455379,0.4183067539064173,-0.1700311526585518,,2.094620062869453,1.233109248828462
1579903,-0.2591145927433845,-0.6611351904712452,-0.2914778506178063,-0.5861525407478472,-0.3276517971161208,0.0617434581179047,,2.0066019247309983,1.0696412990948916
2296688,-1.221614472923855,0.0360712493900857,0.9324623660815822,-0.2783284318602535,1.0736980676746903,0.1218576555397787,,0.6875747469289922,-0.1482521105025417
1438934,3.1417183172276104,-0.9773630796881452,-0.5763270070523895,-0.8172781730481135,-1.307660280481124,-1.0759011354792043,,0.3281032589357542,-0.2022493966724504
592818,-0.2270312634040355,-0.8506175638834701,0.0099604867106281,-0.8844816421477382,-1.264745146656243,-0.9038448766472637,,0.6819422118954884,0.9638914549070008
1493325,1.8263018143143013,0.0081966088602997,-1.7642708670703673,0.6057986825012402,-0.4919343425430913,-0.1226110944827114,,-0.2691712613940611,0.0334999316727299
1160032,-0.3874479101007805,-0.5701661806170869,-0.9413471944626975,-0.2719040354994592,0.414298472918618,-0.5088886440559374,,1.6271070206617524,1.6283666376000343
2306354,-0.7403645328336197,1.276044744302664,-0.3111482100387441,1.4271285574672472,2.3882568450856057,1.768759718889276,,0.2380152253284894,1.111248861343511
1681682,-0.1949479340646865,-0.97474811532547,-0.588919153726603,-0.8103062970381719,-0.4050202792634921,-0.8314078038095194,,0.004809242655824,0.8483562435720058
2072194,2.3717184130832343,1.2579768969232477,-1.369564233878285,1.7667483900609675,-0.3596380824782261,-0.5673152451599105,,-1.3428573583155108,-1.0361568120250997
2256562,-0.4195312394401296,-0.8938538860762609,-0.6875003405254636,-0.6931368100344065,0.3169875870726078,-0.0292959234300672,,1.5720953819054255,0.0680237976565294
1262283,-0.6761978741549216,-0.0445390177136732,0.7532244312116203,-0.3011458542978295,-0.4096860300269975,-0.6608907314404838,,-1.103479323699484,-1.0883971449661047
642998,-0.8686978501910158,-0.6586173525160395,-0.1736870195091121,-0.6234234904182031,0.3903551216573915,-0.4292733254496809,,-0.0132109447145251,-0.4078159354104834
1758948,-0.8045311915123177,-0.5933509517442151,0.2837742474806752,-0.710694734077447,-0.846346513637722,-0.7880951622453551,,2.360181199895554,1.2334079356949057
1177204,-0.0666146167072904,-0.7553806546156946,-0.31077836414792,-0.6772420525707232,-0.9339887719380974,-0.2104950462647138,,-1.0187930452218303,-0.2885930252191818
86630,-1.221614472923855,-0.9837972748676256,-0.1928963433932294,-0.953756583048596,-0.6274955281286285,-0.5241936633446024,,-1.3436917681252751,-1.1186639402544394
764883,0.8317186047944818,0.0175679923355771,-0.3856437335192331,0.148760570392107,-0.102114561170304,-0.7282937552443742,,-0.0870411590934562,-0.3037758326564777
